ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0003283,atrial septum development,15,-0.352133475,-0.935677499,0.549763033,0.829591557,0.717485813,5222,"tags=40%, list=31%, signal=28%",4193/4853/6659/4194/287/7468
BP,GO:0042110,T cell activation,429,0.177521351,0.987929931,0.55,0.82962456,0.717514357,2443,"tags=17%, list=15%, signal=15%",3815/3965/572/5573/5781/4179/6868/3726/11151/84433/4602/7037/970/64926/1511/199/10538/6670/7001/8546/7409/81704/6655/3981/5788/3659/9092/3953/5588/196528/6595/6188/3105/3717/29108/7525/7133/5699/6654/440275/4067/3683/5532/9093/3958/64844/79798/22890/5591/1739/283234/64332/11146/83737/865/6647/4818/6599/6602/79626/10385/27086/4063/54440/7048/79576/6194/1499/29126/3115/8832/6597/177/86/6556
BP,GO:0021954,central nervous system neuron development,55,-0.26035037,-0.945928889,0.55,0.82962456,0.717514357,4232,"tags=40%, list=25%, signal=30%",4781/2043/55558/27185/5728/2909/7314/374946/104/4858/5881/1020/79048/4137/2624/23287/4915/5361/3952/57704/79600/5048
BP,GO:0045606,positive regulation of epidermal cell differentiation,21,-0.324280831,-0.944443439,0.550989346,0.830467333,0.718243243,3376,"tags=24%, list=20%, signal=19%",247/1594/2247/10626/5727
MF,GO:0030547,signaling receptor inhibitor activity,16,-0.348639127,-0.935607347,0.550955414,0.830467333,0.718243243,3699,"tags=31%, list=22%, signal=24%",11006/6352/387837/100463486/255738
BP,GO:0032688,negative regulation of interferon-beta production,14,-0.355336665,-0.929770862,0.55086072,0.830467333,0.718243243,6752,"tags=64%, list=40%, signal=39%",58509/407017/5802/5495/5966/5971/10859/79671/9111
BP,GO:1903651,positive regulation of cytoplasmic transport,13,0.329213625,0.928453491,0.550684932,0.830467333,0.718243243,5421,"tags=69%, list=32%, signal=47%",5962/8898/80128/4478/23011/6653/55823/1601/7260
MF,GO:0015459,potassium channel regulator activity,39,-0.281817036,-0.943188958,0.551336146,0.830675479,0.718423261,646,"tags=15%, list=4%, signal=15%",154/7341/27345/10060/23678/5590
BP,GO:0090026,positive regulation of monocyte chemotaxis,15,-0.351363611,-0.933631843,0.551342812,0.830675479,0.718423261,4112,"tags=47%, list=24%, signal=35%",1524/3146/57402/245937/6352/5054/729230
BP,GO:0060840,artery development,69,-0.251638896,-0.948355381,0.551816958,0.831227498,0.718900684,4713,"tags=35%, list=28%, signal=25%",348/6722/4824/4854/182/93649/10454/639/338/81031/54567/6659/5159/56999/60681/4092/5629/1948/3952/51684/4036/3280/4638/94
BP,GO:0001764,neuron migration,116,-0.232615976,-0.9542995,0.553410553,0.831526843,0.719159577,4727,"tags=34%, list=28%, signal=24%",23314/4692/6722/8851/9181/55558/54328/27185/10844/120114/3675/815/153090/6792/1020/5080/84628/23380/2624/347733/5830/85451/54820/4915/23768/5361/653464/84892/5649/57556/2011/30012/6695/57630/5048/10371/23245/7301/9620
BP,GO:0085029,extracellular matrix assembly,33,-0.293702389,-0.950718729,0.552821997,0.831526843,0.719159577,1169,"tags=24%, list=7%, signal=23%",3036/84628/2824/60681/11117/4088/3912/3913
BP,GO:0048565,digestive tract development,69,-0.251162506,-0.946560001,0.553162853,0.831526843,0.719159577,1618,"tags=33%, list=10%, signal=30%",445/2131/3398/5021/93649/6474/639/23242/100/6714/348093/10413/388389/26160/91461/3784/7855/5156/688/55036/4088/3280/1373
BP,GO:0099054,presynapse assembly,26,-0.30760948,-0.946361045,0.553097345,0.831526843,0.719159577,4977,"tags=54%, list=30%, signal=38%",27253/9746/54413/8321/1981/5728/6622/84628/57555/1855/1948/139065/27445/79414
BP,GO:0046039,GTP metabolic process,23,-0.316958876,-0.945299484,0.552870091,0.831526843,0.719159577,1546,"tags=22%, list=9%, signal=20%",4832/3615/168537/120892/29922
BP,GO:0050892,intestinal absorption,31,-0.296044489,-0.944913011,0.553440703,0.831526843,0.719159577,1678,"tags=23%, list=10%, signal=20%",7430/3952/3784/113235/64240/9245/335
BP,GO:0051591,response to cAMP,67,-0.250293304,-0.942884967,0.552456839,0.831526843,0.719159577,1809,"tags=13%, list=11%, signal=12%",196/3784/7056/374/2230/5313/6715/29904/1373
MF,GO:0046875,ephrin receptor binding,25,-0.311021423,-0.942535932,0.553064275,0.831526843,0.719159577,5672,"tags=56%, list=34%, signal=37%",2885/56899/1945/8851/25/2043/5294/6714/1944/1020/5770/1948/23294/1123
MF,GO:0070412,R-SMAD binding,23,-0.315883321,-0.942091746,0.552870091,0.831526843,0.719159577,384,"tags=35%, list=2%, signal=34%",23144/57154/3725/93649/5080/56937/4088/4221
BP,GO:0042754,negative regulation of circadian rhythm,10,0.353382412,0.93866248,0.553524804,0.831526843,0.719159577,5124,"tags=60%, list=30%, signal=42%",6839/25942/1408/79723/51738/1407
BP,GO:2000774,positive regulation of cellular senescence,10,0.352483574,0.936274966,0.553524804,0.831526843,0.719159577,3918,"tags=60%, list=23%, signal=46%",23515/23411/83719/51225/7157/115004
BP,GO:0021670,lateral ventricle development,11,0.346978475,0.93123439,0.55227882,0.831526843,0.719159577,1329,"tags=27%, list=8%, signal=25%",482/358/8650
BP,GO:0018202,peptidyl-histidine modification,12,-0.368125107,-0.925361171,0.552715655,0.831526843,0.719159577,3917,"tags=58%, list=23%, signal=45%",92342/92715/1802/51611/1801/285381/89978
BP,GO:0015780,nucleotide-sugar transmembrane transport,12,-0.367880055,-0.92474518,0.552715655,0.831526843,0.719159577,2402,"tags=58%, list=14%, signal=50%",84912/55343/55032/11046/10559/113829/7355
MF,GO:0070851,growth factor receptor binding,85,0.207677814,0.94831111,0.553648069,0.831550078,0.719179673,2750,"tags=25%, list=16%, signal=21%",6868/3556/146722/10451/7422/6386/3717/10188/29108/92609/4067/3690/55704/3092/11146/27020/378/2241/23607/199731/23385
BP,GO:0031638,zymogen activation,48,-0.26756771,-0.945824111,0.554945055,0.833335829,0.720724109,3012,"tags=27%, list=18%, signal=22%",115209/4241/2678/8772/1522/8767/26999/50624/3249/3428/7056/5054/58484
BP,GO:0001573,ganglioside metabolic process,19,-0.337680414,-0.947746237,0.555209953,0.833571347,0.7209278,650,"tags=42%, list=4%, signal=41%",20/7903/8869/2760/10825/8705/3073/6483
MF,GO:0043028,cysteine-type endopeptidase regulator activity involved in apoptotic process,33,0.257764142,0.956254671,0.556270096,0.833896578,0.721209081,4389,"tags=42%, list=26%, signal=31%",572/6197/23786/29108/10399/9994/329/5272/332/25824/2621/25816/22861/10935
BP,GO:1902882,regulation of response to oxidative stress,79,-0.245138798,-0.951963821,0.556291391,0.833896578,0.721209081,1362,"tags=15%, list=8%, signal=14%",5071/10333/215/8013/120892/5074/57190/3082/57707/1719/240/4921
BP,GO:0000041,transition metal ion transport,79,-0.245056996,-0.951646152,0.556291391,0.833896578,0.721209081,4470,"tags=29%, list=27%, signal=21%",9914/6948/27173/91252/7018/475/2495/10058/2288/1785/4241/55676/9230/10057/79901/23516/113235/567/23479/51312/28982/7780/392
BP,GO:1904872,regulation of telomerase RNA localization to Cajal body,18,0.295623792,0.937667219,0.555865922,0.833896578,0.721209081,1563,"tags=17%, list=9%, signal=15%",10856/5073/55505
BP,GO:0071425,hematopoietic stem cell proliferation,27,0.26573993,0.932106922,0.55625,0.833896578,0.721209081,4482,"tags=41%, list=27%, signal=30%",675/2122/11143/5610/29086/79576/10443/9733/5292/2068/342371
BP,GO:0009110,vitamin biosynthetic process,13,-0.35830299,-0.923284017,0.555729984,0.833896578,0.721209081,4972,"tags=46%, list=30%, signal=33%",55163/27010/1593/29914/1594/2672
BP,GO:0045723,positive regulation of fatty acid biosynthetic process,13,-0.358254024,-0.923157841,0.555729984,0.833896578,0.721209081,5569,"tags=54%, list=33%, signal=36%",58526/3553/85414/10062/51085/215/335
BP,GO:0045980,negative regulation of nucleotide metabolic process,16,0.296454495,0.90749602,0.556149733,0.833896578,0.721209081,3615,"tags=31%, list=21%, signal=25%",51024/706/7157/6774/9611
BP,GO:0010594,regulation of endothelial cell migration,131,-0.228599023,-0.958571648,0.557356608,0.835092362,0.722243275,3485,"tags=24%, list=21%, signal=19%",406913/153090/54567/9734/2624/388/2113/56999/575/23328/55333/90627/22846/5629/2324/54453/2247/4846/5335/5176/5797/506/306/80149/1647/5547/4204/94/5155/958/6915
BP,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell,22,-0.320335619,-0.942482647,0.557401813,0.835092362,0.722243275,2154,"tags=27%, list=13%, signal=24%",2113/2650/2526/10725/6484/240
BP,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,26,-0.306220794,-0.942088751,0.557522124,0.835092362,0.722243275,4592,"tags=38%, list=27%, signal=28%",5144/79041/3270/6262/1756/1193/8996/287/55151/817
BP,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,26,-0.306220794,-0.942088751,0.557522124,0.835092362,0.722243275,4592,"tags=38%, list=27%, signal=28%",5144/79041/3270/6262/1756/1193/8996/287/55151/817
MF,GO:0120014,phospholipid transfer activity,24,0.278947743,0.951693226,0.557926829,0.835364399,0.722478551,3899,"tags=38%, list=23%, signal=29%",5306/10087/23760/5360/57605/27166/80772/51012/9854
BP,GO:0008038,neuron recognition,28,0.266975591,0.94614753,0.55799373,0.835364399,0.722478551,2043,"tags=21%, list=12%, signal=19%",7852/7534/91624/6091/57142/27020
BP,GO:0097091,synaptic vesicle clustering,11,-0.374811305,-0.924170586,0.558028617,0.835364399,0.722478551,3734,"tags=73%, list=22%, signal=57%",22871/6853/27253/5728/57555/5864/84446/27445
BP,GO:0045860,positive regulation of protein kinase activity,320,-0.210776489,-0.968756976,0.558628319,0.835910135,0.722950539,2668,"tags=19%, list=16%, signal=16%",23328/5871/8322/4294/285016/1445/2322/2064/27040/5629/5770/7099/154/5608/51561/2247/84630/10645/5649/1026/5571/2011/3952/57214/3479/387778/1856/7855/55507/9770/11214/10333/79092/374/92335/4920/54757/7164/3606/84722/6283/6385/2069/151195/120892/920/990/4515/5580/1839/80174/55012/11035/2547/3619/8325/5155/958/4921/80725/5590
BP,GO:0003197,endocardial cushion development,23,0.277150047,0.943339756,0.558823529,0.835910135,0.722950539,2252,"tags=26%, list=13%, signal=23%",187/7046/90/6091/2022/7048
BP,GO:0002720,positive regulation of cytokine production involved in immune response,62,-0.253854966,-0.941247671,0.558863329,0.835910135,0.722950539,2218,"tags=21%, list=13%, signal=18%",3133/7099/10859/8767/8482/57506/7855/3554/567/3606/8013/10392/5590
BP,GO:0045761,regulation of adenylate cyclase activity,25,-0.310409035,-0.940680117,0.559043348,0.835910135,0.722950539,2116,"tags=24%, list=13%, signal=21%",154/9495/2550/4883/84876/729230
MF,GO:0016661,"oxidoreductase activity, acting on other nitrogenous compounds as donors",10,-0.392814107,-0.937768028,0.558966074,0.835910135,0.722950539,3654,"tags=40%, list=22%, signal=31%",51292/80777/10243/54996
BP,GO:0006534,cysteine metabolic process,10,0.351847003,0.934584093,0.558746736,0.835910135,0.722950539,3207,"tags=40%, list=19%, signal=32%",7263/2729/1491/4357
BP,GO:0021772,olfactory bulb development,17,-0.340138969,-0.937397897,0.559190031,0.835967423,0.723000085,4788,"tags=47%, list=28%, signal=34%",2131/3398/6722/6497/23287/23322/10371/120892
BP,GO:0035850,epithelial cell differentiation involved in kidney development,35,-0.287535245,-0.941534066,0.55942029,0.836149606,0.723157649,2715,"tags=26%, list=16%, signal=22%",4643/10413/2828/10409/947/4868/8842/3913/5155
CC,GO:0002102,podosome,29,0.266130729,0.94729083,0.559748428,0.836315973,0.723301535,3042,"tags=24%, list=18%, signal=20%",7171/7414/5782/10097/50807/3190/85477
BP,GO:1904645,response to amyloid-beta,38,-0.282263116,-0.940791648,0.559659091,0.836315973,0.723301535,4142,"tags=32%, list=25%, signal=24%",2043/478/1020/3480/4313/774/7099/154/3479/10333/10268/782
BP,GO:0010951,negative regulation of endopeptidase activity,158,0.189824086,0.955955938,0.56122449,0.836810872,0.723729556,3847,"tags=26%, list=23%, signal=20%",1032/114769/51232/6093/6197/7057/79886/8530/9232/1654/358/7422/64780/334/5269/2537/55031/8301/710/27151/329/5272/5062/11315/4057/83596/7078/96459/57448/10049/10542/5627/351/332/25824/2621/871/4318/1294/409/26173
BP,GO:0034341,response to interferon-gamma,95,0.204146852,0.951086216,0.560869565,0.836810872,0.723729556,3100,"tags=27%, list=18%, signal=22%",3965/1612/199/3799/3716/3659/84166/6198/7376/3717/4360/6772/201626/8942/6814/83666/65010/9482/10097/6556/23521/54625/3459/7157/6810/10241
CC,GO:0044853,plasma membrane raft,85,-0.240598851,-0.947012084,0.561768531,0.836810872,0.723729556,4067,"tags=25%, list=24%, signal=19%",147719/8631/7035/6714/119/10013/3480/5595/30846/7430/10825/11252/4846/999/1378/120892/3667/84876/5727/347273/26509
BP,GO:0060688,regulation of morphogenesis of a branching structure,26,-0.305956673,-0.941276182,0.560471976,0.836810872,0.723729556,836,"tags=12%, list=5%, signal=11%",120892/3082/55727
MF,GO:0016411,acylglycerol O-acyltransferase activity,26,0.267843281,0.934293123,0.561728395,0.836810872,0.723729556,3809,"tags=27%, list=23%, signal=21%",56895/57104/8694/129642/55326/10554/253558
BP,GO:0001947,heart looping,40,0.238890207,0.933575532,0.561643836,0.836810872,0.723729556,2310,"tags=20%, list=14%, signal=17%",200894/3091/187/10959/6491/2022/7048/23059
BP,GO:0043304,regulation of mast cell degranulation,26,0.267637394,0.933574948,0.561728395,0.836810872,0.723729556,3955,"tags=38%, list=23%, signal=29%",3965/4067/6845/2623/8832/2241/6813/6850/8723/201294
CC,GO:0000795,synaptonemal complex,26,0.267115954,0.931756055,0.561728395,0.836810872,0.723729556,2133,"tags=27%, list=13%, signal=24%",672/675/100130958/5347/9126/27127/23063
CC,GO:0099086,synaptonemal structure,26,0.267115954,0.931756055,0.561728395,0.836810872,0.723729556,2133,"tags=27%, list=13%, signal=24%",672/675/100130958/5347/9126/27127/23063
BP,GO:1902036,regulation of hematopoietic stem cell differentiation,16,-0.345380529,-0.92686258,0.560509554,0.836810872,0.723729556,288,"tags=38%, list=2%, signal=37%",3313/25/1021/10524/5008/7538
CC,GO:0044214,spanning component of plasma membrane,14,-0.35376479,-0.925657907,0.561815336,0.836810872,0.723729556,4427,"tags=43%, list=26%, signal=32%",2065/25769/2064/8671/123041/9187
BP,GO:0060216,definitive hemopoiesis,17,0.299632701,0.923234202,0.561111111,0.836810872,0.723729556,2120,"tags=29%, list=13%, signal=26%",6670/204851/4066/865/2623
BP,GO:0048291,isotype switching to IgG isotypes,11,-0.374120421,-0.922467076,0.561208267,0.836810872,0.723729556,113,"tags=27%, list=1%, signal=27%",121260/50943/958
BP,GO:0071474,cellular hyperosmotic response,12,-0.366424888,-0.921087307,0.560702875,0.836810872,0.723729556,4266,"tags=50%, list=25%, signal=37%",9181/231/79085/54206/8531/10725
BP,GO:0002524,hypersensitivity,12,-0.366080771,-0.920222296,0.560702875,0.836810872,0.723729556,2218,"tags=25%, list=13%, signal=22%",3133/2214/7784
BP,GO:1902916,positive regulation of protein polyubiquitination,16,0.294327493,0.900984915,0.561497326,0.836810872,0.723729556,4124,"tags=44%, list=24%, signal=33%",1654/64844/329/6502/7334/7335/26191
BP,GO:0014850,response to muscle activity,16,-0.345066148,-0.926018906,0.562101911,0.836926389,0.723829463,3780,"tags=38%, list=22%, signal=29%",51537/6262/252995/64240/57190/6715
BP,GO:0018195,peptidyl-arginine modification,20,0.277047538,0.922449196,0.56232687,0.836926389,0.723829463,2798,"tags=25%, list=17%, signal=21%",10196/11315/10419/55170/417
BP,GO:0060148,positive regulation of post-transcriptional gene silencing,20,0.276966674,0.922179955,0.56232687,0.836926389,0.723829463,4702,"tags=50%, list=28%, signal=36%",23369/5604/2332/7157/5605/6774/1655/7073/8087/8737
BP,GO:1900370,positive regulation of post-transcriptional gene silencing by RNA,20,0.276966674,0.922179955,0.56232687,0.836926389,0.723829463,4702,"tags=50%, list=28%, signal=36%",23369/5604/2332/7157/5605/6774/1655/7073/8087/8737
BP,GO:0018345,protein palmitoylation,29,0.265394206,0.94466918,0.562893082,0.837607491,0.724418525,3350,"tags=31%, list=20%, signal=25%",79844/51304/23390/51125/84885/340481/64429/55625/25999
BP,GO:0006665,sphingolipid metabolic process,124,0.19843064,0.970268368,0.563636364,0.837761841,0.724552017,3798,"tags=28%, list=23%, signal=22%",3815/2581/10087/5007/23683/27090/10955/29956/5660/10558/130367/53947/57515/8877/259230/9334/9375/27429/9331/81537/9218/9524/25865/55852/60481/171546/30815/242/8439/8706/51495/347735/80772/27163/6610
BP,GO:0030183,B cell differentiation,117,0.197271886,0.957018832,0.563876652,0.837761841,0.724552017,4481,"tags=35%, list=27%, signal=26%",3815/572/6868/84433/3688/3676/6670/5788/6929/3149/4189/100141515/22890/5591/4066/4436/695/2185/3087/9452/7494/96459/2146/2874/7157/150372/2213/6777/678/55619/6850/51341/7163/472/10892/4914/6482/4242/3718/1316/7528
BP,GO:0002700,regulation of production of molecular mediator of immune response,142,-0.226068467,-0.956619211,0.564617315,0.837761841,0.724552017,2298,"tags=16%, list=14%, signal=14%",4092/3133/7099/10859/79671/8767/8482/57506/7855/3554/1378/567/9984/3606/8013/10392/7468/729230/51010/335/958/5590/115352
MF,GO:0008028,monocarboxylic acid transmembrane transporter activity,42,-0.277275416,-0.948051105,0.564315353,0.837761841,0.724552017,5268,"tags=40%, list=31%, signal=28%",51660/9368/6533/347051/8714/9390/9121/201232/200931/85320/9194/201780/9429/28965/11309/8647/8884
BP,GO:0051646,mitochondrion localization,42,-0.277067149,-0.947339005,0.564315353,0.837761841,0.724552017,3631,"tags=31%, list=22%, signal=24%",7314/440503/4137/84709/10013/23287/2011/3281/85300/120892/2648/9638/213
BP,GO:2000377,regulation of reactive oxygen species metabolic process,117,-0.230807223,-0.946798223,0.563870968,0.837761841,0.724552017,1755,"tags=26%, list=10%, signal=24%",2771/83875/5336/440503/1410/5159/56848/4137/10013/575/26574/7099/1026/3952/1497/23408/2305/5071/10333/215/5465/255027/5580/80149/11035/683/1647/1719/5547/240/5155
BP,GO:0036336,dendritic cell migration,25,0.275000471,0.946397689,0.564564565,0.837761841,0.724552017,2577,"tags=24%, list=15%, signal=20%",3965/7852/81704/811/2059/196527
MF,GO:0036002,pre-mRNA binding,32,-0.291437969,-0.941121488,0.564213564,0.837761841,0.724552017,3151,"tags=25%, list=19%, signal=20%",2033/3178/6631/5936/282996/5725/56853/10569
BP,GO:0043903,regulation of biological process involved in symbiotic interaction,46,-0.267909636,-0.940616229,0.56462585,0.837761841,0.724552017,1325,"tags=11%, list=8%, signal=10%",11074/920/81603/10581/9830
MF,GO:0019956,chemokine binding,22,-0.317936506,-0.935424042,0.563444109,0.837761841,0.724552017,1061,"tags=23%, list=6%, signal=21%",2247/2833/2/729230/7538
MF,GO:0008526,phosphatidylinositol transfer activity,10,0.350870756,0.931990963,0.563968668,0.837761841,0.724552017,2803,"tags=40%, list=17%, signal=33%",5306/23760/5360/57605
