Geneid	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
DNAAF8	0	1	10	3	1	2	1	3
C2orf69P3	0	0	0	0	0	0	0	0
MOCS1P1	0	0	0	0	0	0	0	0
DOK4	8	4	5	3	12	11	12	12
KIFC3	218	296	226	267	490	322	339	443
GTF3C1	430	904	878	814	1256	751	1103	1251
CRAMP1	247	420	540	468	580	456	408	532
APOOP5	0	0	0	0	0	0	0	0
KARS1P3	0	0	0	2	0	0	0	0
GDE1	244	113	181	304	406	319	375	467
RAB11FIP3	227	609	452	469	891	682	793	901
LINC02140	0	1	0	0	0	0	0	0
NSMCE1	808	779	1181	1344	1476	1414	1345	1773
RPS2P44	1	3	2	2	3	2	2	2
CCL22	0	0	5	4	0	1	0	0
CAPNS2	2	0	0	0	3	0	0	0
LINC02165	0	0	0	0	0	1	0	0
LINC02911	0	0	0	0	0	0	0	0
NPAP1L	0	0	0	0	0	0	0	0
LINC02134	0	0	0	0	0	0	0	0
RPS27P27	0	0	0	0	0	0	0	0
PPIAP48	0	0	0	0	0	0	0	0
LINC01571	0	0	0	0	0	0	0	0
UNGP1	0	0	0	0	0	0	0	0
NUTF2	343	453	756	823	628	531	466	747
LINC02141	0	0	1	0	0	0	0	0
RPS15AP34	0	0	0	0	0	0	0	0
ENKD1	128	253	314	377	378	283	236	368
RPS27AP16	293	418	698	735	367	315	227	303
DYNC1LI2	227	362	363	384	1103	613	1120	986
THAP11	31	39	66	51	78	46	68	73
CASC22	0	0	0	0	1	0	1	1
CARMIL2	10	19	42	55	45	37	28	49
LINC01568	0	0	0	0	0	0	0	0
TP53TG3HP	0	0	0	0	0	0	0	0
TOX3	1	2	0	1	0	0	0	0
LCAT	35	54	67	69	44	44	27	45
ACTR3BP3	0	0	0	0	0	0	0	0
EDC4	297	438	333	386	751	599	699	829
UTP4	153	73	122	137	407	300	379	423
RPL31P56	0	0	0	0	0	0	0	0
PSMD7-DT	0	5	2	0	0	4	3	0
LPCAT2	5	5	24	19	47	25	29	34
CES1P1	0	0	0	0	0	0	0	0
LINC02126	0	0	0	0	0	0	0	0
CTRB2	4	0	1	0	2	0	0	0
TERB1	0	1	0	0	2	0	0	0
FA2H	0	2	0	1	0	0	0	0
PSKH1	23	75	74	71	93	43	81	95
LINC02180	0	0	0	1	1	3	0	0
MMP2-AS1	2	0	0	0	0	0	0	0
DPEP2NB	0	0	0	0	0	0	0	2
LINC02131	0	0	0	0	0	0	0	0
DPEP2	28	62	63	67	78	73	64	75
DPEP3	0	2	5	1	2	3	0	1
NFAT5	24	34	28	40	72	57	59	60
IRX3	0	3	0	0	1	2	0	0
NOB1	356	202	317	381	1332	913	964	1380
RPL18P13	0	0	0	1	0	0	1	0
PMFBP1	7	30	15	37	31	21	33	34
VAT1L	0	0	2	1	3	1	2	2
ACD	115	145	211	165	175	163	158	221
MAF	4	1	1	3	15	6	13	17
TANGO6	98	74	68	122	282	203	220	291
KLF8P1	0	0	0	0	0	0	0	0
CNTNAP4	0	0	0	0	0	0	0	0
NAE1	360	168	320	386	940	733	900	1121
KRT18P18	0	1	2	5	0	0	0	0
C16orf86	21	29	29	48	60	50	43	53
COQ9	626	534	640	850	1525	1190	1228	1509
NPIPB14P	0	0	0	0	0	0	0	0
CFAP20	135	61	89	154	159	104	138	167
GINS2	290	215	443	456	484	396	320	537
CTRB1	0	0	0	1	0	1	0	0
MPHOSPH6	701	243	461	589	1942	1186	1681	2150
CCDC102A	16	12	23	39	58	50	39	54
ARLNC1	0	0	0	3	0	7	5	2
LINC01081	0	0	0	0	1	0	0	0
FOXC2	0	0	0	0	0	0	0	0
BCAR1	36	106	107	99	136	128	96	149
SYCE1L	15	35	33	48	8	13	6	8
GSE1	686	1486	1283	1439	3275	1902	2789	3013
LINC01227	0	0	0	2	1	2	0	0
MVD	528	731	999	1025	774	681	547	770
GFOD2	92	174	197	175	214	134	169	212
SLC12A4	128	373	342	335	374	256	242	347
MON1B	197	252	398	402	564	390	510	498
ZFP90	25	18	35	27	90	63	90	86
WFDC1	1	0	4	2	2	2	2	0
MAP1LC3B	233	202	363	459	729	569	596	806
FLJ30679	0	2	2	3	2	0	0	2
ATP2C2-AS1	0	0	1	0	0	1	1	0
MTCYBP28	0	0	0	0	0	0	0	0
ZCCHC14	28	21	29	37	89	50	72	86
RNF166	66	117	132	159	99	97	76	132
TRAPPC2L	140	227	326	304	214	178	193	267
HYDIN	2	3	2	1	4	3	0	0
PDP2	12	21	20	20	74	36	80	71
CDT1	869	1367	1843	1976	1651	1301	1165	1812
KLHL36	72	47	74	106	226	147	161	228
MLKL	92	84	104	89	160	143	149	162
IRF8	13	6	11	6	33	17	22	39
MPHOSPH6-DT	0	0	0	0	0	0	0	0
SNAI3	11	3	9	6	2	2	1	1
LINC02188	0	0	0	0	0	0	0	1
CIAPIN1	245	161	214	273	602	439	473	678
JPH3	0	12	9	4	5	2	5	1
HSPE1P7	0	1	1	0	1	0	0	0
CDH11	0	2	0	1	0	1	0	0
MEAK7	29	22	46	27	62	52	62	70
WDR59	319	245	430	455	786	582	742	793
MTHFSD	94	64	124	97	209	140	147	206
LINC02181	0	0	0	2	1	3	1	0
RIPOR1	264	966	733	698	587	483	617	591
SLC7A5	233	654	700	743	1109	546	850	935
KLHDC4	2154	3971	4814	4991	2801	2651	1866	2998
ZFPM1-AS1	18	163	95	59	83	51	79	82
FANCA	114	303	228	281	349	292	312	391
IL17C	0	0	0	0	0	0	0	0
ZNF276	127	285	249	259	348	302	319	391
FBXO31	142	226	225	203	383	243	302	375
DYNLRB2	0	0	4	6	1	3	0	0
DYNLRB2-AS1	0	1	0	1	0	4	1	0
CTCF	644	548	641	870	2171	1321	2001	2143
LINC02182	0	0	0	0	0	0	0	0
CYBA	133	203	281	299	159	127	110	161
ADGRG5	0	0	0	0	2	1	1	1
GALNS	25	75	72	88	52	57	60	82
PIEZO1	985	3694	2861	2498	3684	2392	3240	3872
CA7	0	1	0	1	0	7	0	1
LINC01229	0	1	1	4	0	0	1	0
COX4I1	12042	14231	21727	23063	18836	16777	14189	20885
LINC00917	0	0	0	0	1	2	0	4
LINC02189	0	0	0	0	0	0	0	0
HCCAT5	0	0	0	0	0	0	0	0
CDH8-AS1	0	0	0	0	0	0	0	0
HSD17B2	0	0	0	0	0	0	0	1
LINC02135	0	0	0	0	0	0	0	0
RPSAP56	0	0	0	0	0	0	1	0
UBE2FP2	0	0	0	0	0	0	0	0
DUXAP11	0	0	0	0	0	0	0	0
CX3CL1	0	0	0	3	0	4	0	1
CFDP1	3348	2583	4251	5119	9011	7090	6813	9177
LINC02125	0	0	0	0	0	0	0	0
PDXDC2P-NPIPB14P	4	13	13	25	31	23	16	36
NUDT7	1	6	9	0	4	9	12	16
CTU2	92	153	129	118	91	69	83	92
NQO1	27	31	58	42	28	28	28	33
APRT	312	477	648	706	352	384	292	451
FOXL1	0	0	0	0	1	0	0	0
ZFP1	31	47	80	78	155	82	185	166
ZFHX3	23	64	57	68	30	28	25	34
USB1	89	232	222	220	542	317	432	518
VN2R10P	0	0	0	0	0	0	0	0
RFWD3	135	130	184	236	546	339	531	556
TMPOP2	3	18	22	16	8	9	8	13
ZNRF1	270	315	471	497	534	456	393	563
NRN1L	2	0	0	0	0	0	0	0
SDR42E1	0	0	1	0	0	0	0	0
ADAMTS18	0	0	0	0	1	4	0	0
FTO	73	46	49	91	221	133	233	252
ZCCHC14-DT	0	2	0	1	1	4	4	7
LINC01228	0	0	0	0	0	0	0	0
ZFPM1	326	1286	978	922	1264	817	965	1164
COTL1	170	187	282	237	284	207	239	303
RARRES2P6	0	0	0	0	1	0	0	0
MMP15	0	7	9	4	3	9	2	1
CTCF-DT	1	0	6	1	0	2	0	0
CMC2	77	87	178	196	175	143	102	141
POLR2C	150	120	271	213	225	232	172	316
UBN1	566	2764	2274	2162	2009	1189	1861	1709
DYNC1LI2-DT	2	0	1	4	3	4	3	4
DUS2	326	366	517	570	644	505	490	666
PABPN1L	8	29	23	13	25	10	15	18
RARRES2P7	0	0	0	0	0	0	0	0
C16orf74	0	1	3	1	0	0	1	1
FENDRR	0	0	0	0	1	2	1	0
LINC02193	0	2	1	5	3	3	2	3
CBFA2T3	90	272	207	229	298	200	254	294
DNAJA2-DT	0	1	0	0	0	1	2	2
FOXF1	0	0	0	0	0	1	0	0
CDYL2	18	17	23	28	18	11	17	26
CENPT	1099	1668	1829	2059	2080	1666	1589	2130
PSMB10	25	46	46	74	45	19	34	40
EMC8	122	108	163	168	179	155	128	223
NPIPA2	7	12	4	2	0	1	26	1
NPIPA5	19	40	42	76	20	60	69	47
GNPATP	0	0	0	0	0	0	0	0
MTND5P34	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MIR5587	0	0	0	0	4	0	0	0
MIR3176	0	1	1	0	3	0	1	0
MIR6859-4	5	20	6	15	23	9	9	10
MIR3180-5	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	1	0
SNORD60	0	0	0	0	0	0	0	0
RN7SL850P	0	3	0	0	0	0	0	0
Metazoa_SRP	0	5	1	5	5	2	3	2
MIR6769A	0	0	0	0	1	1	0	0
Metazoa_SRP	0	0	0	0	2	1	0	0
MIR3677	5	0	0	0	1	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MIR4516	0	1	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0
MIR4718	0	1	0	1	0	0	0	0
MIR940	0	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0	0
MIR1972-1	0	0	0	0	0	0	0	0
MIR6511B2	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0	0	0
MIR6511A4	0	0	0	0	0	0	0	0
RNU7-125P	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0
RN7SL274P	0	0	0	0	0	0	0	0
RNU4-46P	0	0	0	0	0	0	0	0
MIR3179-1	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	3
MIR6511A1	0	0	0	0	0	0	0	0
MIR193B	0	0	0	0	0	0	0	0
MIR6770-1	0	0	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0	0	0
MIR3680-1	1	4	1	0	0	2	3	1
RN7SL557P	0	0	0	0	0	0	0	0
MIR6511B1	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU6-159P	0	0	0	0	0	0	0	0
RNU6-1241P	0	0	0	0	0	0	0	0
MIR6770-3	0	0	0	0	0	0	0	0
Y_RNA	0	3	0	0	0	0	0	0
RNU6-1340P	0	0	0	0	0	0	0	0
MIR3670-1	0	0	0	0	0	0	0	0
MIR548W	0	0	0	0	0	0	0	0
RNA5SP405	0	0	0	0	0	0	0	0
MIR3670-4	0	0	0	0	0	0	0	0
MIR3179-4	0	0	0	0	0	0	0	0
RNA5SP409	0	0	0	0	0	0	0	0
RNA5SP406	0	0	0	0	0	0	0	0
RNU6-257P	0	0	0	0	0	0	0	0
RNA5SP408	0	0	0	0	0	0	0	0
RNA5SP410	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0	0	0
RNU6-845P	0	0	0	0	0	0	0	0
RNA5SP413	0	0	0	0	0	0	0	0
RNA5SP415	0	0	0	0	0	0	0	0
RNA5SP416	0	0	0	0	0	0	0	0
RNA5SP417	0	0	0	0	0	0	0	0
RNA5SP418	0	0	0	0	0	0	0	0
RNA5SP419	0	0	0	0	0	0	0	0
RNA5SP420	0	0	0	0	0	0	0	0
RNA5SP421	0	0	0	0	0	0	0	0
RNA5SP422	0	0	0	0	0	0	0	0
RNA5SP423	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNA5SP411	0	0	0	0	0	0	0	0
RNA5SP425	0	0	0	3	0	0	0	0
RNA5SP412	0	0	0	0	0	0	0	0
5S_rRNA	0	0	0	0	0	0	0	0
RNA5SP414	0	0	0	0	0	0	0	0
RNA5-8SP2	0	0	0	0	0	0	0	0
RNA5SP407	0	0	0	0	0	0	0	0
RN7SL841P	0	0	0	0	0	0	0	0
RN7SKP142	0	0	0	0	0	0	0	0
RNU4-58P	0	0	0	0	0	0	0	0
RNU6-21P	0	0	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	3	0	0	0
RNA5SP428	0	0	0	0	0	0	0	0
RN7SKP76	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
RNU7-90P	0	0	0	0	0	0	0	0
RNU7-71P	0	0	0	0	0	0	0	0
RNA5SP430	0	0	0	0	0	0	0	0
RNU6-758P	0	0	0	0	0	0	0	0
RN7SKP233	0	0	0	0	0	0	0	0
RNA5SP433	0	0	0	0	0	0	0	0
SNORD33	0	0	0	0	0	0	0	0
U6	0	0	0	0	0	0	0	0
MIR1910	0	0	0	0	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0
MIR6774	0	0	0	0	0	0	0	0
RN7SKP190	0	0	0	0	0	0	0	0
SNORA62	0	0	0	0	0	0	0	0
MIR140	0	0	0	0	0	0	0	0
MIR5189	0	3	0	0	0	0	0	1
RN7SKP176	0	0	0	0	0	0	0	0
MIR6775	0	2	0	1	1	2	0	0
RN7SL381P	2	35	25	26	15	10	9	20
Y_RNA	0	0	0	0	0	0	0	0
RNU1-103P	0	0	0	0	1	1	0	0
MIR4722	0	0	0	0	0	0	0	0
KREMEN2	2	4	3	9	14	17	6	3
PKMYT1	195	333	296	295	325	239	226	300
PAQR4	140	193	182	173	102	136	122	167
GREP1	6	5	9	3	4	4	4	9
CLDN9	0	3	1	6	3	1	1	3
CLDN6	0	0	0	0	0	0	0	0
THOC6	172	161	236	268	224	178	166	244
BICDL2	1	0	0	0	0	2	0	3
RNU1-125P	0	0	0	0	0	0	0	0
RNU1-22P	0	0	0	0	0	0	0	0
ZSCAN10	0	0	0	0	0	0	0	0
ZNF213	29	96	55	68	79	72	75	86
CASP16P	5	23	9	27	12	7	5	7
OR1F1	0	0	0	0	0	1	0	0
OR1F2P	0	2	1	0	0	0	0	0
LINC00921	13	29	30	18	16	4	10	9
ZNF263	345	345	567	613	712	565	635	770
TIGD7	5	3	3	4	38	26	36	18
OR2C1	0	0	0	0	0	0	0	0
MTCO1P28	0	0	3	0	1	2	0	0
MTND1P8	0	2	0	0	0	1	0	0
MTRNR2L4	0	0	0	0	0	0	0	0
ZNF174	75	81	110	105	134	145	129	146
ZNF597	5	4	30	14	34	19	20	30
NAA60	62	89	101	117	122	138	138	157
MIR6126	0	0	0	0	0	0	0	0
C16orf90	0	0	0	0	2	0	0	0
CLUAP1	598	749	1038	1140	1130	1078	907	1230
NLRC3	4	13	22	17	17	11	7	7
SLX4	83	519	371	342	469	293	414	434
TRAP1	516	354	508	569	1167	942	1093	1413
SRL	3	3	1	0	3	2	3	1
TFAP4	214	224	213	261	429	313	376	411
GLIS2	1	4	2	3	5	2	2	0
GLIS2-AS1	0	0	0	0	1	0	1	0
PAM16	34	49	33	43	57	56	44	75
CORO7-PAM16	2	0	0	0	0	0	0	0
CORO7	7	34	34	38	36	19	18	19
VASN	13	53	36	28	36	34	22	32
DNAJA3	177	142	168	203	682	443	637	717
HMOX2	568	550	707	754	1135	911	829	1303
SNORA30	0	1	2	2	0	2	3	1
TMEM265	1	2	0	0	1	2	0	0
PHKG2	60	103	159	159	184	139	105	156
CCDC189	8	27	50	41	34	30	45	35
ZNF629	184	399	371	378	400	335	368	463
Metazoa_SRP	0	0	0	0	0	0	0	0
MIR4519	0	0	0	0	0	0	0	0
MIR762	0	0	0	0	0	0	0	0
CTF2P	0	0	0	0	0	0	0	0
FBXL19-AS1	7	17	7	14	9	12	21	10
ORAI3	29	51	81	56	98	93	45	94
HSD3B7	4	15	8	11	8	12	13	8
STX1B	3	25	23	13	30	14	26	39
STX4	949	1263	1538	1517	1680	1457	1383	1962
ZNF668	12	49	46	44	63	66	52	68
ZNF646	244	811	627	665	691	463	661	683
PRSS53	6	19	9	16	12	11	12	6
VKORC1	2	10	8	7	7	2	2	12
BCKDK	77	76	64	127	211	155	164	203
KAT8	408	568	602	619	1139	763	931	1126
PRSS8	0	6	9	3	1	7	1	5
PRSS36	1	9	4	6	7	12	2	5
NDUFA3P6	0	0	0	0	0	0	0	0
PYCARD	66	67	96	82	57	47	38	63
PYCARD-AS1	0	0	0	1	0	0	0	0
TRIM72	0	2	0	0	2	0	0	1
ZP2	0	0	0	0	0	0	0	0
ANKS4B	0	0	0	0	0	0	0	0
CRYM-AS1	1	10	12	10	2	5	9	9
SNX29P1	0	2	2	0	0	1	2	3
NPIPB3	122	314	262	247	425	492	491	453
NAGPA	69	105	143	119	200	119	146	146
EEF2KMT	44	43	56	60	72	81	83	99
ENPP7P14	0	0	0	0	0	0	0	0
LINC02164	0	0	0	0	0	0	0	0
RPS3AP48	0	0	0	0	0	0	0	0
SNRPCP20	0	0	0	0	0	0	0	0
NPM1P3	1	0	0	0	0	1	0	0
LINC01570	0	3	0	0	0	2	0	0
MIR8065	0	0	0	0	0	0	0	0
RNU7-99P	0	0	0	0	0	0	0	0
RNU6-457P	0	0	0	0	0	0	0	0
RNU6-328P	0	0	0	0	0	0	0	0
MT4	0	0	0	0	0	0	0	0
MT2A	26	19	51	31	47	42	35	68
MT1E	0	0	0	0	0	0	0	0
MT1M	0	0	0	0	0	1	0	0
MT1JP	0	0	0	0	0	0	0	0
MT1A	0	0	0	0	0	0	0	0
MT1CP	0	0	0	0	0	0	0	0
MT1B	0	0	0	0	0	0	0	0
MT1F	0	1	0	0	0	1	0	0
MT1IP	0	0	0	0	0	0	0	0
MT1X	0	1	0	0	1	1	1	0
DPPA2P4	0	0	0	0	0	0	0	0
NUP93-DT	3	1	3	5	3	1	7	6
CRYM	32	37	57	89	76	71	78	69
IGSF6	7	6	6	11	17	7	10	15
RNU6-1005P	0	0	0	0	0	0	0	1
RNU6-196P	0	0	0	0	0	0	0	0
SMG1P4	0	0	5	0	1	4	2	3
UQCRC2	604	273	496	652	1256	902	962	1307
TPRKBP2	0	0	0	0	2	0	0	0
RNY1P10	0	2	0	0	1	0	0	0
GAPDHP35	0	1	0	0	0	0	0	0
SBK1	0	2	0	1	1	0	0	0
NPIPB6	0	1	0	3	1	1	0	0
MIR6862-1	0	0	0	0	0	0	0	0
CDC37P2	0	0	0	0	0	0	0	0
NPIPB7	1	1	3	1	1	3	1	1
IL27	0	1	0	1	0	0	0	3
SGF29	220	222	339	354	319	258	217	341
CDC37P1	0	0	0	0	0	0	0	0
MIR6862-2	0	0	0	0	0	0	0	0
TUFM	3638	2621	4114	4783	9132	6895	7334	9766
MIR4721	0	0	0	0	0	0	0	0
RABEP2	142	255	227	259	301	234	225	331
CD19	1	0	1	1	6	8	4	4
MIR4517	0	0	0	0	0	0	0	0
SPNS1	6	10	10	7	3	1	9	3
NPIPB10P	0	1	3	5	10	4	8	4
RRN3P2	1	0	6	4	6	2	2	5
NPIPB11	67	442	684	493	303	284	173	230
SMG1P6	0	0	0	4	3	1	2	2
SLX1B	10	0	1	1	1	5	2	0
SLX1B-SULT1A4	0	0	0	2	0	2	0	0
SNX29P2	0	2	2	1	5	1	1	0
MIR3680-2	0	0	0	0	2	0	0	0
CA5AP1	1	2	0	0	0	0	1	2
SPN	1162	1416	1600	1930	4196	2724	3642	4132
SMG1P2	10	4	4	6	13	3	4	7
SLC7A5P1	0	0	0	0	0	0	0	0
TAOK2	493	1888	1553	1359	1966	1284	1566	1786
HIRIP3	4263	4556	5618	6850	10055	8663	7642	10721
INO80E	277	977	760	747	1147	816	921	1143
DOC2A	0	7	3	11	9	6	1	8
PPP4C	1647	2685	3131	3458	4858	3445	3650	4874
YPEL3	179	131	237	273	264	215	181	260
GDPD3	24	31	31	32	54	27	30	40
MAPK3	125	109	99	110	215	178	177	252
CORO1A-AS1	0	5	2	1	0	0	0	1
BOLA2B	3	5	12	5	6	6	24	6
SLX1A-SULT1A3	0	0	0	0	0	0	1	0
CD2BP2	1129	1758	2144	2164	2446	2090	1795	2614
TBC1D10B	995	2293	2193	1961	2520	1975	1910	2464
CORO1A	140	214	266	233	108	104	87	136
GPR139	0	0	0	0	0	0	0	0
SLX1A	0	0	0	0	0	0	1	2
SULT1A4	0	0	0	0	0	0	0	0
CES1	1	0	0	1	0	1	0	3
GLG1	402	617	671	762	1548	977	1359	1409
C16orf95	24	71	54	61	50	51	47	63
MRTFB	24	39	61	73	122	64	120	119
EIF3CL	64	110	678	89	217	173	141	200
ZNF469	0	7	8	8	2	5	8	4
CA5A	0	0	0	0	1	0	0	1
PLA2G10	0	8	0	2	4	0	3	1
EIF3C	1607	988	320	1205	810	540	916	756
PIGQ	320	738	764	872	581	407	355	572
ATP2A1	6	24	17	19	17	17	16	17
FUS	4178	4358	5498	6225	9936	8001	8875	11415
MT1H	0	0	0	0	0	2	0	0
MT3	0	0	0	0	0	0	0	0
PDIA2	10	0	2	3	1	0	4	5
TNFRSF12A	24	17	19	35	32	29	31	46
HCFC1R1	106	248	364	333	149	177	89	157
RRN3	188	55	115	201	962	625	861	951
GINS3	151	61	94	203	338	274	313	386
LMF1	56	112	140	131	91	81	80	107
IRX6	0	0	0	0	0	1	0	0
ROGDI	312	418	513	579	474	506	371	565
KDM8	13	27	28	42	58	29	40	50
SEPTIN12	0	0	0	0	0	1	1	0
OTOA	0	0	0	3	0	0	1	0
PYDC1	0	0	0	0	0	0	0	0
SULT1A3	0	0	1	1	1	0	1	0
HNRNPCP4	2	0	1	1	3	1	3	1
RMI2	132	100	156	162	286	212	251	284
TNP2	0	0	0	0	3	0	0	0
PRM3	0	0	0	0	0	0	0	0
PRM2	0	2	0	1	0	0	0	0
PRM1	0	0	0	0	0	0	0	0
MIR548H2	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
SNN	12	9	5	15	31	18	24	41
Metazoa_SRP	0	0	0	0	0	0	0	0
CENPN-AS1	1	0	1	0	2	2	6	0
ATMIN	66	68	90	109	280	169	235	305
GCSH	88	23	51	71	141	120	96	123
PKD1L2	0	0	0	0	2	3	0	2
RNU6-1191P	0	0	0	0	0	0	0	0
BCO1	0	0	0	0	0	0	0	0
MIR4720	0	0	0	0	0	0	0	0
PPIAP51	0	0	0	0	0	0	0	0
MIR7854	0	1	0	0	1	0	0	0
MIR6504	0	3	0	0	0	0	0	0
PDXDC2P	0	0	1	0	0	0	1	0
MIR1972-2	0	0	0	3	2	0	0	0
PDPR	38	38	60	68	135	78	127	92
SMG1P7	58	77	104	107	179	120	191	194
EXOSC6	113	148	153	193	253	209	185	228
RN7SL279P	3	0	3	0	2	0	1	0
DDX19B	246	384	359	406	383	321	449	472
DDX19A-DT	8	1	5	8	11	6	7	4
DDX19A	331	258	383	484	1181	738	1028	1232
ST3GAL2	134	331	297	308	552	390	536	567
RPS27P26	0	0	0	0	0	0	0	0
RNU6-23P	0	0	0	0	0	0	0	0
FCSK	33	72	35	86	83	45	50	90
SF3B3	568	572	582	773	1825	1171	1653	1783
SNORD111B	0	0	0	1	1	0	1	0
SNORD111	0	0	0	0	0	0	0	0
AARS1	3350	3768	4415	5510	12503	8693	9971	12346
TMEM170A	5	7	14	20	47	33	53	56
CHST6	0	0	0	1	0	0	0	0
GABARAPL2	546	253	543	720	1315	1044	1176	1500
TERF2IP	1403	649	1230	1585	3912	2587	3084	3979
DUXB	0	1	2	0	0	0	0	0
RN7SL520P	0	0	0	0	0	0	0	0
ATP5PBP7	0	0	0	0	0	0	0	0
CPHXL	0	2	0	0	0	1	0	0
RNA5SP403	0	0	0	0	0	0	0	0
RNA5SP404	0	0	0	0	0	0	0	0
IMPDH1P11	0	0	0	0	0	0	0	0
RN7SL493P	0	0	0	0	0	0	0	0
RNU6-633P	0	0	0	0	0	0	0	0
GNAO1-DT	0	1	0	0	0	1	0	4
GNAO1	0	8	1	3	3	5	2	0
GNAO1-AS1	0	0	0	0	0	0	1	0
MIR3935	0	0	0	0	0	0	0	0
AMFR	261	278	429	445	558	369	405	616
OGFOD1	193	120	244	224	654	427	648	748
KARS1	2235	2434	3814	3757	3154	2982	2867	3925
GAN	15	28	42	31	87	59	83	84
RHBDF1	5	43	24	12	8	6	13	11
NPRL3	250	384	396	497	550	489	452	567
HBZ	239	192	375	383	1924	2072	2095	2858
HBM	168	292	468	518	136	120	85	126
HBZP1	1	0	1	2	2	0	0	0
HBAP1	0	3	3	1	3	0	0	0
HBA2	1690	2042	4033	4363	1163	802	959	1476
HBA1	588	1901	1638	1952	549	428	357	489
Y_RNA	2	4	5	0	1	1	0	1
HBQ1	44	61	76	96	27	25	27	52
RNU6-359P	0	0	0	0	0	0	0	0
DDX28	90	129	130	179	217	170	151	255
NFATC3	285	165	302	437	720	632	682	852
Y_RNA	0	0	0	0	0	0	0	0
RPS12P27	2	0	1	2	3	1	1	1
ESRP2	4	4	14	22	25	18	13	12
MIR6773	0	0	0	0	0	0	0	0
PLA2G15	11	18	43	22	55	57	48	83
SLC7A6	10	39	16	29	31	25	24	26
RNU6-1262P	0	0	0	1	1	0	0	1
SLC7A6OS	85	75	107	133	257	173	216	241
RNU4-30P	0	0	0	0	0	0	0	0
SMPD3	2	2	7	3	4	3	3	0
Y_RNA	0	0	0	0	0	0	0	0
RPL35AP33	0	0	0	0	0	0	0	0
RNU4-36P	0	0	0	0	0	0	0	0
MLYCD	88	349	257	276	342	393	314	302
OSGIN1	2	8	3	12	9	14	5	5
RNA5SP432	0	0	0	0	0	0	0	0
MBTPS1-DT	1	0	3	1	3	0	1	4
HSDL1	100	160	182	251	328	210	294	395
DNAAF1	0	14	8	6	6	1	7	11
ADAD2	0	0	3	0	0	0	0	0
SLC38A8	0	0	1	0	0	0	0	0
ITGAM	25	75	77	90	115	69	94	107
ITGAX	11	30	25	26	33	19	27	37
ITGAD	0	1	2	3	1	1	2	1
COX6A2	0	0	0	0	0	0	0	0
ZNF843	0	3	1	9	2	4	4	4
ARMC5	160	352	425	477	223	198	140	199
TGFB1I1	20	80	69	44	87	71	69	62
SLC5A2	0	8	14	14	12	2	5	12
RUSF1	220	394	350	325	698	510	591	722
AHSP	4969	5265	8934	10313	4071	3857	5784	8833
LINC02190	0	0	0	0	0	0	0	0
VN1R64P	0	0	0	0	1	0	0	0
VN1R65P	3	0	0	0	0	0	0	0
FRG2KP	0	0	1	0	1	0	0	0
YBX3P1	14	13	13	21	73	30	44	48
ZNF720P1	0	0	0	0	0	0	0	0
VN1R66P	0	0	0	0	0	2	0	0
CDIPT	40	56	75	69	75	63	61	110
CDIPTOSP	8	0	0	1	2	0	0	0
ASPHD1	6	11	5	7	17	16	9	28
KCTD13	38	96	108	89	139	117	103	150
KCTD13-DT	3	3	1	1	2	5	3	5
ALDOA	33	31	30	25	97	72	85	115
MRPS34	2661	3158	4630	4982	3695	3507	3102	4470
SPSB3	5	10	14	3	5	7	1	2
NUBP2	170	226	308	314	351	309	297	399
IGFALS	0	15	5	4	0	4	0	2
HAGH	2371	2392	3623	4153	2716	2357	2031	2897
LINC00254	0	0	0	0	0	0	0	0
LINC02124	0	0	0	0	0	0	0	0
HS3ST6	0	0	0	0	0	0	0	0
VAC14	356	666	758	779	562	470	457	649
VAC14-AS1	2	16	10	17	4	9	9	7
RNU6ATAC25P	0	0	0	0	0	0	0	0
TEKT5	0	0	0	0	0	0	0	1
MTCYBP33	0	1	0	0	0	0	0	0
MTND6P33	0	0	0	0	0	0	0	0
MTND5P33	0	2	0	0	0	0	0	0
MTND4P34	0	0	0	0	0	0	0	0
MTND4LP24	0	0	0	0	0	0	0	0
MTND3P13	0	0	0	0	0	0	0	0
MTCO3P24	0	0	0	0	0	0	0	0
