Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
THAP11	10274	1016	1840	9482	1105	1845	5915	870	1284	3391	393	629	3187	206	323
THAP2	551	107	154	478	102	146	331	87	109	326	56	72	77	21	35
THAP3	2013	230	439	2187	258	425	2048	292	398	1175	181	233	1329	164	237
THAP4	12018	1207	2081	9308	1118	1765	4921	683	1016	2681	290	434	1372	99	109
THAP5	4214	791	977	5282	980	1028	5030	1211	1232	3879	931	1044	1378	200	228
THAP6	1396	229	311	1765	308	280	1421	347	299	973	145	207	306	26	24
THAP7	4088	317	597	4091	447	648	2565	355	450	1099	109	160	341	17	21
THAP7-AS1	183	28	28	162	35	34	136	27	26	61	15	21	29	1	1
THAP8	590	61	86	553	71	92	576	59	83	394	38	44	977	24	52
THAP9	807	151	166	881	154	185	631	216	223	307	57	64	359	42	56
THBD	380	24	77	623	73	131	854	84	123	3195	337	1054	3558	166	237
THBS1	325	34	7	524	58	94	828	21	79	2167	99	90	5439	302	371
THBS2	12	3	0	0	3	0	0	0	0	0	0	0	0	0	0
THBS3	1453	126	285	954	114	222	398	86	105	383	88	142	889	109	175
THBS4	33	10	8	28	1	2	15	3	3	3	1	1	9	3	7
THEG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	336	28	78	552	64	68	623	61	91	304	47	69	18	10	12
THEM4	1500	171	260	1054	121	194	390	79	83	22	7	5	2	2	2
THEM5	17	1	0	2	1	0	8	0	1	378	222	312	545	649	905
THEMIS	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1
THG1L	5030	857	965	5382	868	1038	3779	788	957	491	104	119	132	13	36
THNSL1	2080	359	374	1425	312	297	413	143	140	7	3	4	23	1	2
THNSL2	36	0	12	6	0	10	3	0	6	0	0	1	4	0	0
THOC1	8586	1495	1875	9324	1687	1920	5815	1539	1449	1926	389	448	208	46	43
THOC2	18854	3452	3942	22069	4270	4025	17310	4522	3753	10039	2137	2323	4627	989	1246
THOC3	3114	363	522	3158	401	536	1987	327	352	297	47	55	31	3	5
THOC5	11045	1418	1758	12903	1667	1798	12123	1772	1877	7760	823	1080	1888	130	174
THOC6	11347	1121	2041	10548	1148	2047	6537	881	1331	1596	257	369	276	23	38
THOC7	10529	2177	2015	11438	2162	2141	7991	1869	1909	3232	685	827	1520	241	300
THOP1	22879	2152	4436	21000	2424	4023	13360	2015	2449	2419	287	423	705	38	53
THPO	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0
THRA	17656	1601	3085	20889	2070	3427	17648	2072	3179	4750	352	589	7286	319	377
THRAP3	40254	5300	6964	44611	6783	7042	37725	7167	6885	24606	4291	4963	14048	2507	3138
THRB	5897	1048	663	4957	1023	539	1977	564	236	229	62	23	23	10	15
THRSP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD1	13	1	3	7	2	0	5	2	5	4	0	0	0	1	1
THSD1P1	860	89	238	797	107	233	509	156	182	149	47	51	48	12	7
THSD4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
THSD7A	7	0	0	10	1	0	5	0	0	0	0	0	0	0	0
THSD7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THTPA	1950	178	312	2250	272	340	2238	310	309	1297	192	273	764	74	96
THUMPD1	11347	2066	2432	10829	2220	2057	6110	1737	1820	3839	1018	1081	9630	1958	2423
THUMPD2	3075	430	715	2929	530	705	1887	449	536	287	97	86	70	12	18
THUMPD3	8513	1299	1560	9702	1645	1533	6486	1436	1330	1974	349	393	242	53	41
THY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THYN1	8230	1015	1286	8590	1319	1362	5583	1053	1118	687	96	117	42	13	14
TIA1	14242	2532	4084	15240	2970	4037	10094	3026	3404	4135	1059	1278	472	115	202
TIAF1	30	7	5	32	8	3	13	2	7	10	3	2	14	0	0
TIAL1	17938	2826	3819	19903	3323	4187	14860	3303	3438	12319	2325	2624	5425	1347	1951
TIAM1	70	4	13	81	6	15	97	13	11	71	13	15	66	4	5
TIAM2	46	6	15	40	5	6	44	5	3	16	2	8	9	1	6
TICAM1	2660	256	555	2116	222	438	1319	181	294	788	80	140	249	45	60
TICAM2	95	4	26	70	11	12	78	17	14	4	1	5	0	0	0
TIE1	51	0	0	24	0	7	27	3	0	1	0	0	25	0	0
TIFA	789	85	145	424	57	90	144	25	38	81	29	54	3	3	2
TIFAB	8	0	0	3	0	1	13	0	0	4	0	0	13	0	0
TIGD1	474	77	122	465	92	124	322	98	71	264	65	44	82	6	15
TIGD2	875	152	200	1068	188	140	834	158	142	632	72	40	70	3	6
TIGD3	118	9	15	127	13	6	140	15	13	88	9	16	105	15	15
TIGD4	79	18	17	89	24	15	60	19	19	1	1	0	2	2	0
TIGD5	3597	281	647	3028	332	691	2319	302	480	1342	114	268	975	42	48
TIGD6	1174	120	193	1126	154	153	806	99	121	507	27	78	310	7	15
TIGD7	700	206	275	617	186	206	458	172	165	497	116	96	274	24	24
TIGIT	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
TIMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMELESS	40331	3981	7097	49592	5727	7596	39873	6457	7288	13029	1989	3091	517	129	210
TIMM10	5552	705	764	6864	954	942	4806	767	701	1977	206	293	454	48	74
TIMM13	15201	1304	2203	13751	1531	2314	7245	1025	1272	1485	119	240	2736	222	309
TIMM17A	9458	1479	1705	9569	1481	1811	6401	1289	1431	3453	509	697	1465	147	209
TIMM17B	6433	647	1071	6738	772	1085	5391	795	940	4324	576	897	4148	541	772
TIMM21	6606	1068	1283	7607	1248	1461	4489	1060	1017	1113	216	270	99	27	37
TIMM22	6579	665	1052	6621	697	967	4142	597	749	1587	184	240	901	69	91
TIMM23	6492	933	1029	7539	1004	1182	5263	934	1148	5496	998	1281	3135	580	822
TIMM44	14833	1478	2526	18712	2040	2964	16057	2377	2512	7404	837	1085	2339	116	179
TIMM50	15406	1471	2542	15285	1754	2608	9330	1626	1759	2893	377	470	1152	80	106
TIMM8A	2314	249	345	2408	294	372	1532	293	364	488	86	95	176	33	42
TIMM8B	4417	538	615	5021	650	666	3078	521	591	1268	153	191	739	55	71
TIMM9	6314	1262	1377	6368	1196	1278	3654	898	963	1093	142	155	575	44	61
TIMMDC1	7972	1068	1266	8532	1182	1304	6227	1203	1043	2830	462	539	1041	115	146
TIMP1	2888	240	336	2023	178	230	1134	75	120	1098	85	130	623	53	85
TIMP2	14	3	0	80	8	18	210	5	8	35	0	1	51	2	3
TIMP3	13157	1054	1816	19224	1659	2444	16584	2007	3212	529	40	54	244	14	21
TIMP4	30	1	6	51	6	6	31	7	9	0	0	0	0	0	0
TINAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	3	2	2	2	1	4	0	0	1	2	1	0	21	0	3
TINF2	5113	610	868	7067	755	1012	9716	1189	1256	11049	1220	1605	4742	327	504
TIPARP	2300	287	564	2264	331	564	1377	316	456	1334	353	606	2049	524	671
TIPARP-AS1	57	17	10	61	4	11	31	5	4	14	4	5	17	2	4
TIPIN	2446	345	444	2665	373	420	1328	283	295	112	24	26	5	3	1
TIPRL	7887	1578	1663	7647	1586	1531	5172	1440	1293	2290	488	504	805	127	147
TIRAP	540	55	64	372	33	45	143	18	14	34	4	6	10	0	1
TISP43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJAP1	7923	753	1719	10146	1091	1794	8802	1344	1526	5266	801	1057	1811	240	304
TJP1	69	6	19	165	11	20	149	13	35	998	32	131	868	14	14
TJP2	30947	1886	3354	42568	3294	3913	42460	4432	4273	16619	1607	2715	9452	383	563
TJP3	8	2	0	6	1	4	5	3	0	1	0	0	2	0	1
TK1	35876	2739	5293	66869	5398	7588	81242	8565	10390	38296	4159	5953	4264	995	1481
TK2	1402	258	129	977	201	87	730	166	81	113	42	13	32	3	4
TKT	117142	13399	21308	97790	12733	18591	54608	9203	11982	15419	1489	3207	21312	2080	3024
TKTL1	15	0	4	9	0	1	2	0	0	1	1	1	258	51	71
TKTL2	0	0	0	1	0	0	1	1	0	3	0	0	0	0	1
TLCD1	753	73	69	774	105	108	582	78	61	506	44	39	86	7	5
TLCD2	14	1	5	1	1	1	15	2	3	98	23	25	1048	169	201
TLE1	10031	2068	2626	8207	1980	2323	3264	1147	889	349	59	58	204	17	23
TLE2	81	14	13	268	17	23	480	25	40	400	33	36	137	7	14
TLE3	15323	1167	2952	16734	1594	2798	13478	1771	2263	4885	807	1107	4895	633	726
TLE4	3790	526	660	3916	497	631	3684	490	690	4550	896	1350	6470	1221	1633
TLE6	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1
TLK1	14224	3001	3190	17931	3551	3420	15123	3942	3314	8701	1446	1765	4259	400	433
TLK2	2855	511	539	3311	461	552	2850	437	530	2367	462	467	1591	262	339
TLL1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
TLL2	3	0	1	20	1	2	29	3	4	101	7	3	39	4	8
TLN1	286956	21528	32453	417517	36663	37073	446590	54487	50173	96140	13253	12230	27794	3073	3823
TLN2	5583	757	948	7298	1284	1179	6235	1398	1252	2166	261	192	89	43	32
TLR1	166	24	20	93	8	10	33	14	9	8	0	2	8	1	0
TLR10	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0
TLR2	20	0	0	39	5	4	55	4	3	8	1	1	7	1	2
TLR3	377	46	103	407	56	93	231	41	65	97	23	18	35	15	10
TLR4	15	3	0	31	2	3	68	3	3	2	0	0	24	2	1
TLR5	8	0	0	5	1	1	5	3	0	3	0	1	6	1	0
TLR6	422	76	83	515	113	144	480	145	95	54	47	72	7	14	18
TLR7	6	0	0	7	2	0	14	3	2	4	0	0	0	0	0
TLR8	6	0	0	5	0	0	24	0	0	3	0	0	11	0	0
TLR8-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR9	32	1	2	9	1	1	3	0	2	11	0	2	23	2	4
TLX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX2	11	0	1	10	0	0	12	1	2	5	0	1	0	0	0
TLX3	78	9	18	240	37	20	354	102	49	49	12	1	2	4	3
TM2D1	1470	343	416	1880	404	382	1771	497	453	1218	319	286	339	116	140
TM2D2	2995	366	439	2555	375	394	1642	286	316	886	112	107	250	11	23
TM2D3	4043	651	771	4274	712	892	3286	690	784	2881	532	590	1502	161	236
TM4SF1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
TM4SF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF19	8	0	0	2	0	0	3	0	0	1	0	1	0	0	0
TM4SF19-TCTEX1D2	3	3	3	1	0	1	5	3	6	1	0	0	2	0	0
TM4SF20	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
TM4SF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
TM6SF1	159	28	82	270	40	48	349	58	62	137	39	37	43	3	6
TM6SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM7SF2	2822	298	499	2471	257	346	1979	215	286	1728	239	366	4704	667	1001
TM7SF3	27027	3543	4063	25073	3736	3633	15784	3028	2752	5092	852	908	441	69	96
TM7SF4	0	0	0	2	0	0	1	0	0	0	0	0	8	0	0
TM9SF1	6025	597	900	6095	640	930	4501	684	750	1993	226	312	825	45	60
TM9SF2	21411	2951	3971	22607	3300	3592	18149	3435	3272	11209	1631	2062	2976	283	335
TM9SF3	45576	10277	9007	58674	11935	9533	56736	14441	10467	40977	7506	7650	9065	1631	2075
TM9SF4	14989	1568	2524	14157	1778	2352	9987	1612	1733	6522	714	901	2696	195	288
TMBIM1	29719	3421	4805	60792	5579	6955	86397	9522	11638	87858	12719	15713	52497	7267	9916
TMBIM4	3214	638	693	3486	658	739	2971	748	776	1195	234	257	115	21	36
TMBIM6	82297	8685	13443	89424	10080	11528	83292	10031	11450	176096	20639	26426	67204	6141	8699
TMC1	0	0	0	0	0	0	4	0	0	35	1	5	22	0	0
TMC2	2	2	0	4	1	0	4	1	1	0	1	0	0	1	0
TMC3	67	4	4	33	5	7	13	2	2	2	1	0	0	1	0
TMC4	52	3	5	39	2	6	59	5	5	68	2	2	197	10	9
TMC5	519	110	101	1078	184	97	2557	265	256	7451	932	1683	26600	1803	2515
TMC6	32222	2759	7454	51951	5381	10983	50453	7984	11368	7731	915	888	1808	204	315
TMC7	0	0	2	6	0	0	3	1	0	0	0	1	14	0	0
TMC8	10139	1791	1448	19765	3614	2757	16389	4813	2844	353	97	75	155	21	44
TMCC1	1662	215	346	1319	192	276	707	106	189	400	82	75	92	10	10
TMCC2	830	71	172	2137	181	153	5651	350	280	96676	30968	48154	804668	181884	254652
TMCC3	379	111	124	341	103	124	119	54	52	23	7	73	2006	231	261
TMCO1	10590	1795	1959	12839	2079	2149	10156	2172	2224	5329	871	978	1327	168	186
TMCO2	0	0	1	1	0	0	1	0	2	7	0	0	1	0	1
TMCO3	11807	1362	2461	11585	1601	2154	9272	1393	1642	10236	1486	3135	10167	1157	1596
TMCO4	742	96	140	736	113	106	520	97	85	45	17	14	1	2	4
TMCO5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6	3489	259	582	3504	389	559	3119	533	475	1960	242	365	1431	73	105
TMCO7	6079	763	1043	6519	878	1033	3916	778	715	707	133	106	304	40	38
TMED1	5960	636	1169	6659	739	1121	5708	738	993	4435	498	721	2651	247	324
TMED10	23445	3664	4222	23154	3961	3944	15244	3328	3369	12543	1617	1916	13483	759	1065
TMED10P1	1074	134	140	1054	137	132	761	125	123	590	77	82	693	34	55
TMED11P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TMED2	20947	3094	4136	18883	3004	3555	10441	2291	2329	6903	1043	1272	5149	538	756
TMED3	4031	472	626	3576	414	582	2455	425	407	1113	122	187	149	19	26
TMED4	4753	545	844	4541	605	908	3436	677	735	2450	307	421	1501	130	190
TMED5	10285	1819	2563	9684	1758	2047	6827	1547	1837	4462	878	1055	2667	438	572
TMED6	158	10	16	125	18	20	64	9	16	35	7	1	14	0	3
TMED7	6626	1997	2184	6465	2103	2078	5110	2072	2051	3775	1003	1125	1612	285	378
TMED7-TICAM2	16	1	4	18	0	0	14	0	0	8	1	1	35	1	4
TMED8	1005	78	95	1343	119	92	1113	172	95	283	41	42	130	9	9
TMED9	12504	1182	2022	12785	1313	2003	8475	1221	1385	5067	501	702	6819	287	454
TMEFF1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEFF2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
TMEM100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM101	5510	722	1096	5081	714	1064	3962	735	878	1102	107	189	562	27	40
TMEM102	648	59	116	407	47	81	164	26	28	25	4	8	13	2	0
TMEM104	4146	350	543	4192	401	560	3740	424	507	2581	257	412	749	34	48
TMEM105	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TMEM106A	353	54	90	389	44	99	263	30	73	70	14	22	122	12	20
TMEM106B	6953	1558	1852	6178	1602	1669	3355	1169	1166	1967	501	536	471	140	152
TMEM106C	7597	788	1342	10513	1177	1319	9717	1432	1710	6654	1246	1581	193	86	138
TMEM107	482	70	89	280	76	59	130	56	39	32	9	10	4	2	3
TMEM108	17	1	0	6	2	0	17	1	0	5	0	0	3	0	2
TMEM109	27088	2106	3664	26389	2495	3503	15000	2107	2563	1206	183	251	295	25	55
TMEM11	5677	579	980	7261	728	1046	6759	820	1007	4963	732	1124	4274	427	671
TMEM110	2484	226	363	3145	349	426	2883	459	454	1081	173	153	256	79	89
TMEM110-MUSTN1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
TMEM111	9148	1044	1498	12732	1394	1644	14105	1775	2012	27464	5102	8147	56066	7403	10665
TMEM114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TMEM115	8268	705	1180	8851	895	1353	7809	933	1100	11235	1091	1807	17004	1806	2496
TMEM116	584	103	124	970	126	153	1138	155	190	1211	114	384	104	33	35
TMEM117	1519	164	234	1198	169	205	594	107	166	26	3	8	0	0	1
TMEM119	1	0	0	0	1	0	0	1	0	9	1	3	621	44	59
TMEM120A	1926	211	416	1444	158	323	1127	151	212	1449	167	236	1646	60	92
TMEM120B	10021	983	1882	22560	2031	3499	30000	3526	5164	10198	1083	1155	3111	136	220
TMEM121	22	0	0	9	0	0	2	2	1	2	0	2	0	1	2
TMEM123	6101	1353	1001	3495	827	624	1526	404	339	1284	426	502	982	221	278
TMEM125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TMEM126A	2817	518	496	3101	528	576	2017	459	440	815	143	189	114	20	25
TMEM126B	6290	975	1230	6205	1086	1293	3942	969	1012	2147	349	346	1340	123	213
TMEM127	6645	591	889	6415	678	871	4899	659	686	7306	866	1142	6786	620	864
TMEM128	1433	240	308	1803	258	373	1324	258	375	676	85	137	170	18	9
TMEM129	5461	466	998	4572	502	1031	4124	535	747	1934	260	371	651	41	43
TMEM130	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TMEM131	18356	2729	3319	20643	3283	3486	17017	3157	2945	10854	1222	1662	3747	290	387
TMEM132A	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TMEM132B	0	1	0	0	0	0	0	0	0	31	1	0	44	1	0
TMEM132C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM133	152	15	65	121	19	28	172	32	30	120	133	68	24	32	38
TMEM134	840	77	197	607	64	123	277	58	64	256	37	42	1391	58	61
TMEM135	7970	1600	1963	8396	1643	1971	6706	1615	1732	2457	261	336	2501	267	320
TMEM136	4	2	0	0	0	3	0	0	0	0	0	1	0	0	0
TMEM138	4182	614	809	5114	759	1056	4935	876	1043	1747	312	364	259	54	78
TMEM139	1	0	0	2	0	3	9	0	1	0	0	0	0	0	0
TMEM140	3058	230	358	3990	350	362	4426	435	425	15831	1486	2975	41327	3070	4383
TMEM141	12917	1246	1869	10458	1230	1697	5983	859	900	2554	318	419	1051	76	117
TMEM143	1291	120	268	1343	142	264	1096	143	223	286	72	84	11	8	7
TMEM144	673	206	119	427	161	110	125	54	34	7	2	0	9	0	1
TMEM145	0	1	2	1	0	0	4	0	3	0	0	0	3	0	1
TMEM147	5528	540	966	4944	527	950	2768	512	544	1219	197	280	955	59	82
TMEM14A	2516	292	411	1590	239	313	464	78	126	7	6	2	8	0	1
TMEM14B	15649	3227	3173	20828	4351	3764	16161	4982	4184	3299	999	779	808	204	275
TMEM14C	49854	8229	12332	63331	10702	13376	55921	12476	14107	10321	2227	2152	2281	347	475
TMEM14E	9	0	0	6	0	0	6	0	0	4	2	1	25	0	4
TMEM150A	325	16	34	84	4	13	30	1	3	13	1	1	149	1	2
TMEM150B	19	0	2	14	2	0	14	0	0	10	0	2	1	0	1
TMEM150C	9	2	2	1	0	0	0	0	0	0	0	0	0	0	0
TMEM151A	0	0	0	1	0	0	6	0	0	0	0	0	12	0	1
TMEM151B	0	0	0	7	0	0	2	0	0	0	1	0	9	0	0
TMEM154	16	1	1	24	1	2	32	2	0	25	0	3	14	0	0
TMEM155	49	4	8	28	2	0	6	0	0	158	1	19	312	1	2
TMEM156	55	4	9	21	1	0	12	0	0	0	0	0	0	0	0
TMEM158	21	4	1	81	8	5	221	14	16	2287	356	934	5635	1190	1643
TMEM159	556	43	50	274	29	27	110	15	16	122	7	17	44	8	17
TMEM160	708	77	163	613	99	159	417	96	111	130	12	38	12	5	16
TMEM161A	6106	561	1043	5578	632	1169	3635	598	859	695	90	128	162	8	12
TMEM161B	2828	551	735	2965	659	754	2054	613	711	887	229	208	37	15	35
TMEM163	0	0	2	6	0	0	2	1	0	3	0	0	0	0	0
TMEM164	30198	2880	4160	25032	2851	3422	14262	2050	2121	4915	581	807	3338	240	333
TMEM165	13786	2549	3264	11974	2179	2694	7015	1625	1683	2382	455	699	802	474	679
TMEM167A	13932	2150	3015	14178	2483	3222	10544	2683	3066	8320	2089	2531	4141	741	966
TMEM167B	5140	923	1350	5374	926	1133	3997	883	935	5174	901	1003	7777	1302	1684
TMEM168	3864	730	917	4671	891	1023	3029	885	945	703	106	157	33	13	8
TMEM169	17	3	0	9	0	0	2	2	1	504	20	34	63	1	2
TMEM17	175	32	43	146	25	32	145	46	34	49	13	5	13	9	14
TMEM170A	1601	196	334	1301	208	216	1021	155	185	1137	151	250	2244	172	228
TMEM170B	1148	159	312	651	102	202	269	56	81	44	9	16	25	9	9
TMEM171	2	0	0	0	0	0	0	0	0	1	0	1	4	1	2
TMEM173	2037	156	318	1468	132	216	703	71	106	57	4	1	52	4	6
TMEM174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM175	1928	202	417	3002	407	617	3413	650	716	1424	244	357	158	24	51
TMEM176A	0	0	0	11	0	2	13	2	2	9	0	0	13	0	0
TMEM176B	9	0	0	10	2	8	28	0	9	10	0	0	36	1	0
TMEM177	1202	160	247	859	151	177	315	89	72	30	1	3	0	4	1
TMEM178	2	0	8	2	0	0	0	0	1	2	0	1	0	0	0
TMEM179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179B	3678	304	562	4628	428	630	4584	561	732	4068	349	567	2451	119	163
TMEM18	6868	554	778	8329	653	759	8068	807	764	3846	352	341	236	14	52
TMEM180	672	58	116	463	48	76	228	46	33	266	18	18	345	16	26
TMEM181	10125	1559	1921	10160	1763	1862	6567	1692	1586	3378	605	701	1431	182	226
TMEM182	342	39	74	257	38	54	101	14	17	0	0	0	0	0	0
TMEM183A	837	172	228	864	166	238	637	119	209	361	126	127	374	82	112
TMEM183B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM184A	23	7	9	58	10	10	45	9	10	28	10	16	49	8	11
TMEM184B	3993	295	550	4157	361	525	3409	387	416	2557	281	358	1029	37	60
TMEM184C	5254	720	844	5330	749	776	3391	720	658	1949	305	323	632	74	108
TMEM185A	575	45	102	497	42	64	270	47	46	60	1	3	14	1	1
TMEM185B	4214	320	696	2953	294	632	1193	200	317	76	16	18	123	6	6
TMEM186	2523	288	420	2418	310	441	1384	231	260	613	93	119	336	24	47
TMEM187	630	87	168	639	89	148	815	132	181	1017	97	106	331	21	18
TMEM189	2040	230	332	2495	303	334	3140	393	465	4649	586	786	2215	285	443
TMEM189-UBE2V1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
TMEM19	5806	796	964	4929	753	794	3269	690	605	705	100	115	165	18	28
TMEM190	4	0	1	2	1	1	11	0	0	0	0	1	1	0	0
TMEM191A	4	0	0	3	1	1	3	1	0	2	0	1	8	0	3
TMEM191B	0	0	5	3	0	4	0	0	2	3	0	3	0	0	0
TMEM191C	5	0	1	3	1	3	1	0	0	4	1	0	1	0	1
TMEM192	5173	727	971	4301	643	876	1604	324	396	361	51	52	655	47	56
TMEM194A	30937	3768	5575	38869	4821	5692	35180	5971	5761	14728	2485	3062	1467	220	305
TMEM194B	847	87	124	937	137	91	1060	139	168	626	109	148	49	33	36
TMEM196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM198	33	6	3	7	1	2	7	0	0	22	4	6	89	19	26
TMEM198B	1330	156	240	1256	137	188	1215	164	135	1523	146	199	739	78	119
TMEM199	4339	500	561	5021	532	687	4288	654	654	3220	425	550	3047	167	212
TMEM2	17890	1928	2344	19642	2935	2348	15047	3451	1954	3402	562	544	1892	177	201
TMEM200A	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TMEM200B	0	0	0	4	1	0	0	0	0	7	0	0	31	0	1
TMEM200C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM201	7973	513	1247	6699	622	1264	3012	365	625	505	93	130	86	12	16
TMEM202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM203	7404	926	1253	7736	1035	1299	5774	926	1114	4141	410	742	4839	341	399
TMEM204	10	10	17	7	4	15	2	0	1	0	1	2	5	0	0
TMEM205	3423	303	519	3192	320	528	2039	327	325	287	31	39	97	14	12
TMEM206	1025	163	244	847	146	219	403	88	123	35	5	4	28	2	3
TMEM207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM208	2893	301	401	3058	342	439	2123	340	344	1043	117	134	769	34	49
TMEM209	6706	1395	1660	9512	1821	2078	7855	1951	2040	2794	566	614	184	50	52
TMEM211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TMEM214	14699	1278	2218	15073	1576	2234	10318	1646	1936	3807	505	536	1861	86	126
TMEM215	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
TMEM216	1435	159	247	886	96	155	316	57	38	59	1	7	51	2	3
TMEM217	138	16	23	108	9	26	206	14	22	1279	204	411	1022	142	214
TMEM218	2110	374	502	2153	352	463	1361	345	404	141	34	44	35	11	5
TMEM219	5322	515	782	3847	483	612	2007	304	320	436	44	54	642	22	32
TMEM22	8	0	0	2	0	1	2	0	0	0	0	1	4	0	0
TMEM220	616	68	140	335	43	75	173	33	70	21	24	14	9	11	4
TMEM221	6	0	1	4	1	0	2	0	0	2	0	0	0	0	0
TMEM222	7401	659	1328	9444	887	1496	8466	1049	1341	4004	508	646	2552	148	245
TMEM223	2553	308	484	2095	311	500	1028	218	285	166	21	35	283	3	15
TMEM225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM229A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM229B	521	30	95	875	57	131	983	62	125	845	48	84	99	1	6
TMEM231	1628	192	328	1012	170	249	383	90	97	53	13	11	78	12	15
TMEM232	44	11	7	32	6	7	17	3	7	67	15	3	4	2	4
TMEM233	22	0	0	856	0	6	3920	3	115	12520	16	689	3787	12	15
TMEM234	540	69	121	562	89	106	405	86	81	313	32	44	123	9	9
TMEM235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM236	6	2	1	9	3	2	20	4	0	18	12	5	22	11	28
TMEM237	4042	468	681	4411	604	664	2784	558	585	624	71	92	30	8	15
TMEM238	95	6	15	106	13	12	67	8	15	37	4	4	0	0	0
TMEM239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM240	5	0	1	8	0	1	0	1	2	11	7	1	3	3	1
TMEM241	806	143	155	809	124	157	420	93	96	1508	376	770	5649	774	1155
TMEM242	3219	446	607	3659	421	623	2810	460	602	2634	503	763	5045	848	1175
TMEM244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM25	336	17	51	124	20	24	33	8	4	12	3	11	37	13	22
TMEM26	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
TMEM27	23	6	8	38	1	7	32	2	9	47	12	9	18	3	2
TMEM30A	12921	2186	3228	12737	2294	2859	8455	2108	2233	4268	841	1253	1952	257	319
TMEM30B	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TMEM30C	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
